Levels,Environment,Competitive,Classes,Lab,Sports,Toilet,Sports_Competition,Students_per_class,Langugae,Timings,Meetings,Fests,Field_trips,Water,Mid_day_meal,Quality_of_food,Assessment,Region,Happiness
moderate,learner,moderate,6,yes,04-May,better,sometimes,31-40,english,5,annually,twice,twice,always,yes,good,never,E,5.370585029
hard,learner,moderate,6,no,04-May,bad,never,21-30,hindi,7,Quarterly,never,once,sometimes,no,can be improved,weekly,I,5.329797204
hard,Assessment,not,8,yes,04-May,hygiene,yes,41-50,english,6,annually,once,twice,always,no,excellent,never,G,1.399733987
easy,learner,moderate,8,no,02-Mar,hygiene,yes,21-30,telugu,6,Quarterly,once,twice,sometimes,no,excellent,monthly,F,9.861497038
easy,knowledge,highly,8,not always,06-Aug,hygiene,yes,21-30,english,5,annually,never,twice,never,no,excellent,never,I,1.241901127
hard,knowledge,moderate,10,yes,04-May,hygiene,yes,41-50,hindi,6,half yearly,twice,once,sometimes,yes,excellent,weekly,E,3.37971304
easy,Assessment,moderate,8,not always,04-May,hygiene,never,21-30,hindi,5,half yearly,once,twice,always,no,excellent,never,K,3.128810955
easy,Assessment,highly,6,not always,04-May,hygiene,yes,31-40,telugu,7,Quarterly,once,never,sometimes,no,excellent,weekly,I,5.899528096
easy,Assessment,highly,8,not always,02-Mar,bad,yes,41-50,english,7,Quarterly,never,never,never,no,excellent,weekly,D,9.094761295
hard,learner,not,10,not always,02-Mar,bad,sometimes,41-50,english,7,half yearly,never,twice,never,no,can be improved,never,H,9.331472265
moderate,Assessment,moderate,6,no,04-May,hygiene,sometimes,31-40,english,7,half yearly,once,never,never,no,good,never,G,6.802869338
hard,learner,highly,6,not always,02-Mar,bad,sometimes,31-40,telugu,7,annually,once,once,always,no,can be improved,weekly,A,4.742048308
hard,knowledge,highly,8,yes,02-Mar,bad,sometimes,31-40,english,5,Quarterly,once,never,sometimes,no,excellent,weekly,G,9.995402872
hard,knowledge,not,8,no,04-May,hygiene,sometimes,21-30,telugu,5,annually,once,once,never,no,can be improved,never,J,6.658975496
moderate,Assessment,highly,8,not always,06-Aug,better,never,41-50,hindi,7,annually,twice,twice,sometimes,yes,good,weekly,K,7.087053593
moderate,learner,highly,6,not always,02-Mar,better,yes,41-50,telugu,6,annually,twice,twice,never,yes,can be improved,monthly,F,2.3147271
moderate,Assessment,moderate,6,not always,06-Aug,hygiene,sometimes,31-40,hindi,7,Quarterly,twice,once,never,yes,good,never,E,2.388663699
hard,learner,not,8,no,04-May,better,never,41-50,telugu,7,half yearly,twice,never,sometimes,no,excellent,never,K,2.667637226
hard,Assessment,not,8,yes,04-May,hygiene,sometimes,21-30,english,7,Quarterly,never,twice,always,no,good,monthly,E,9.278342078
hard,learner,not,6,yes,04-May,hygiene,never,31-40,telugu,5,Quarterly,twice,once,sometimes,yes,can be improved,never,F,4.100626898
easy,knowledge,not,8,yes,06-Aug,hygiene,sometimes,21-30,telugu,5,Quarterly,twice,never,sometimes,yes,can be improved,monthly,G,3.447685791
moderate,Assessment,not,10,not always,04-May,hygiene,sometimes,31-40,hindi,5,annually,never,never,sometimes,yes,can be improved,never,F,7.767539666
hard,Assessment,not,8,yes,06-Aug,hygiene,yes,31-40,telugu,7,annually,once,never,always,yes,good,weekly,E,9.791538785
easy,Assessment,not,6,yes,04-May,better,yes,41-50,telugu,7,half yearly,once,once,sometimes,yes,good,never,E,1.578401827
hard,knowledge,highly,8,yes,02-Mar,hygiene,sometimes,21-30,english,7,Quarterly,never,never,sometimes,yes,good,weekly,D,5.904933413
easy,knowledge,not,8,yes,04-May,hygiene,never,31-40,hindi,7,Quarterly,never,twice,always,no,can be improved,never,J,3.648068677
easy,knowledge,highly,8,no,02-Mar,bad,sometimes,31-40,english,7,annually,twice,once,sometimes,no,excellent,weekly,A,5.606585909
hard,learner,highly,10,not always,06-Aug,better,never,31-40,telugu,6,half yearly,twice,once,sometimes,no,good,never,A,8.212778327
easy,learner,highly,8,yes,06-Aug,better,sometimes,41-50,hindi,7,annually,never,once,always,no,excellent,weekly,A,3.74347575
hard,knowledge,moderate,10,no,04-May,hygiene,never,41-50,hindi,5,annually,once,never,always,no,excellent,never,K,1.470564698
hard,Assessment,highly,8,no,04-May,bad,sometimes,21-30,english,7,annually,once,twice,sometimes,yes,excellent,weekly,C,7.234007935
hard,Assessment,not,10,not always,02-Mar,bad,yes,31-40,english,5,annually,twice,never,never,yes,excellent,monthly,B,6.443027131
moderate,knowledge,not,10,no,06-Aug,better,sometimes,41-50,hindi,7,Quarterly,never,once,always,no,excellent,monthly,C,8.648437628
easy,knowledge,moderate,8,yes,04-May,hygiene,yes,31-40,telugu,7,annually,twice,once,never,yes,excellent,weekly,E,8.904905184
hard,learner,moderate,8,no,06-Aug,better,sometimes,21-30,telugu,6,annually,twice,never,never,yes,excellent,weekly,G,3.43469958
hard,learner,moderate,10,yes,02-Mar,better,yes,41-50,hindi,7,half yearly,twice,twice,always,no,excellent,never,I,1.567408583
easy,knowledge,moderate,10,no,04-May,better,yes,21-30,hindi,5,annually,never,twice,never,yes,excellent,weekly,B,4.088962411
moderate,knowledge,not,10,not always,02-Mar,better,sometimes,31-40,english,6,Quarterly,twice,never,sometimes,yes,can be improved,never,G,5.324471676
moderate,learner,not,6,yes,06-Aug,better,never,21-30,hindi,5,Quarterly,never,twice,sometimes,yes,can be improved,monthly,I,2.141062716
moderate,knowledge,highly,10,yes,02-Mar,hygiene,never,31-40,english,7,half yearly,twice,once,always,no,can be improved,weekly,E,8.380326459
moderate,Assessment,highly,8,yes,04-May,bad,yes,31-40,english,6,Quarterly,never,twice,always,no,excellent,weekly,I,7.326285007
hard,learner,not,8,no,06-Aug,bad,never,31-40,telugu,6,half yearly,once,twice,always,yes,good,monthly,G,3.218910888
hard,Assessment,not,10,not always,06-Aug,bad,never,21-30,hindi,5,Quarterly,twice,never,never,yes,excellent,monthly,C,7.951088931
hard,knowledge,not,8,not always,04-May,better,sometimes,41-50,hindi,7,annually,never,twice,always,no,can be improved,never,E,4.582701891
moderate,learner,highly,10,not always,06-Aug,better,yes,41-50,telugu,5,annually,never,once,never,yes,excellent,weekly,E,6.899329447
easy,learner,highly,8,yes,06-Aug,bad,sometimes,31-40,telugu,7,half yearly,never,never,never,yes,good,weekly,E,5.480014525
hard,learner,not,6,not always,04-May,better,never,41-50,hindi,5,half yearly,once,once,never,yes,good,monthly,G,5.839321783
easy,learner,moderate,6,yes,04-May,better,sometimes,41-50,telugu,5,annually,twice,twice,always,no,can be improved,never,G,3.770131874
hard,learner,not,10,yes,04-May,hygiene,never,31-40,telugu,6,Quarterly,once,twice,sometimes,yes,excellent,monthly,G,6.069760658
easy,knowledge,moderate,10,not always,04-May,hygiene,sometimes,31-40,hindi,5,annually,never,once,always,no,can be improved,weekly,J,9.221933979
easy,knowledge,highly,8,no,02-Mar,better,sometimes,21-30,telugu,5,annually,twice,twice,always,yes,excellent,weekly,E,5.837591402
easy,learner,highly,6,not always,06-Aug,better,sometimes,21-30,telugu,5,annually,twice,never,always,no,can be improved,weekly,E,5.615385691
easy,learner,highly,10,not always,04-May,hygiene,yes,31-40,telugu,7,Quarterly,twice,twice,never,no,can be improved,monthly,K,2.782999711
hard,learner,highly,8,no,04-May,hygiene,sometimes,21-30,hindi,7,Quarterly,twice,never,never,yes,excellent,monthly,I,9.20564304
moderate,Assessment,not,10,no,04-May,bad,sometimes,21-30,telugu,5,half yearly,never,once,sometimes,yes,good,monthly,I,6.543830265
easy,learner,not,6,no,04-May,hygiene,sometimes,41-50,english,5,half yearly,never,once,never,no,excellent,weekly,E,1.9984902
hard,learner,not,10,not always,06-Aug,hygiene,yes,41-50,english,5,Quarterly,never,once,never,yes,good,monthly,K,5.316233933
easy,learner,highly,6,no,04-May,hygiene,yes,41-50,english,6,annually,never,once,never,no,can be improved,weekly,B,4.250961988
moderate,Assessment,highly,6,no,04-May,better,never,31-40,english,7,Quarterly,never,never,never,no,can be improved,weekly,J,8.727701539
moderate,learner,moderate,6,yes,06-Aug,hygiene,never,41-50,english,5,Quarterly,once,twice,never,yes,can be improved,never,D,7.10065105
easy,Assessment,highly,8,not always,02-Mar,better,sometimes,21-30,english,6,half yearly,once,twice,never,yes,good,monthly,B,4.40478422
easy,learner,moderate,10,not always,06-Aug,bad,sometimes,21-30,telugu,6,annually,once,never,always,no,good,never,H,7.442710013
easy,learner,not,6,yes,04-May,hygiene,sometimes,31-40,english,6,half yearly,never,never,always,yes,excellent,never,D,6.259631101
hard,knowledge,not,10,not always,06-Aug,hygiene,yes,21-30,english,5,half yearly,never,twice,sometimes,no,good,never,B,5.69327857
moderate,Assessment,not,8,no,02-Mar,hygiene,never,41-50,hindi,5,half yearly,once,twice,always,no,good,weekly,G,7.547635458
easy,Assessment,not,6,no,06-Aug,bad,sometimes,41-50,english,6,annually,once,never,sometimes,yes,excellent,weekly,F,8.798376613
hard,Assessment,highly,10,yes,02-Mar,better,sometimes,21-30,telugu,5,half yearly,once,never,sometimes,no,can be improved,weekly,C,1.218814359
easy,Assessment,highly,6,yes,02-Mar,bad,sometimes,21-30,hindi,7,annually,never,twice,sometimes,no,excellent,monthly,F,3.137211915
easy,learner,highly,8,yes,04-May,better,sometimes,21-30,hindi,7,half yearly,twice,twice,sometimes,yes,can be improved,never,K,1.578245073
hard,learner,moderate,10,yes,06-Aug,hygiene,never,21-30,english,6,annually,once,twice,always,no,excellent,weekly,G,5.464541946
moderate,learner,moderate,10,yes,02-Mar,bad,never,21-30,english,7,annually,once,once,sometimes,no,can be improved,weekly,A,3.816085655
hard,knowledge,moderate,6,no,06-Aug,bad,sometimes,21-30,telugu,7,half yearly,once,once,sometimes,no,excellent,weekly,D,7.264808499
easy,learner,not,6,yes,02-Mar,hygiene,yes,21-30,hindi,6,half yearly,never,never,always,yes,excellent,monthly,K,5.288141333
hard,Assessment,not,6,not always,04-May,better,sometimes,31-40,hindi,6,Quarterly,once,once,always,no,excellent,monthly,D,3.971221024
easy,knowledge,not,6,yes,02-Mar,bad,never,31-40,telugu,5,half yearly,twice,twice,never,yes,can be improved,monthly,A,1.927561012
moderate,Assessment,highly,6,yes,06-Aug,hygiene,yes,31-40,english,5,half yearly,twice,once,never,yes,excellent,monthly,D,7.749494097
hard,Assessment,highly,8,no,06-Aug,hygiene,yes,21-30,hindi,7,annually,twice,once,always,no,can be improved,monthly,H,6.387602119
moderate,knowledge,moderate,6,not always,04-May,bad,never,41-50,english,7,Quarterly,once,never,sometimes,yes,excellent,never,H,5.502997072
easy,knowledge,not,10,no,04-May,better,sometimes,31-40,telugu,6,Quarterly,twice,never,always,no,can be improved,never,I,5.019128357
hard,knowledge,highly,8,no,04-May,hygiene,never,31-40,hindi,7,annually,never,never,always,no,good,monthly,K,5.748283342
moderate,learner,highly,10,not always,06-Aug,bad,sometimes,21-30,telugu,6,annually,twice,twice,sometimes,yes,can be improved,never,K,2.614096775
hard,learner,not,8,yes,06-Aug,hygiene,never,21-30,telugu,7,half yearly,twice,never,sometimes,yes,excellent,never,G,1.47993411
moderate,learner,highly,10,yes,04-May,hygiene,yes,31-40,english,6,half yearly,twice,twice,sometimes,no,can be improved,monthly,C,7.950478715
hard,knowledge,not,10,yes,06-Aug,better,sometimes,21-30,telugu,7,Quarterly,never,once,sometimes,no,good,monthly,G,3.455035434
hard,knowledge,not,10,not always,04-May,bad,yes,41-50,hindi,7,Quarterly,twice,twice,never,yes,can be improved,weekly,D,3.165830907
moderate,Assessment,highly,6,yes,02-Mar,hygiene,sometimes,31-40,english,6,Quarterly,once,once,never,no,can be improved,never,H,1.769593509
moderate,knowledge,not,10,not always,04-May,bad,yes,31-40,english,7,half yearly,never,once,sometimes,yes,excellent,monthly,H,5.353045948
easy,learner,moderate,8,yes,04-May,hygiene,sometimes,21-30,english,7,annually,twice,never,sometimes,no,good,never,E,9.881988559
moderate,knowledge,highly,10,yes,02-Mar,better,sometimes,21-30,english,5,annually,once,never,never,yes,good,monthly,D,9.260446299
hard,knowledge,not,6,yes,02-Mar,bad,sometimes,31-40,english,5,annually,once,never,sometimes,no,excellent,weekly,D,4.855726473
moderate,Assessment,highly,8,not always,02-Mar,bad,yes,41-50,telugu,5,half yearly,once,never,sometimes,yes,can be improved,never,J,2.628779675
easy,learner,moderate,6,yes,02-Mar,hygiene,never,41-50,telugu,6,half yearly,twice,never,sometimes,yes,good,never,C,9.860047523
hard,learner,moderate,6,not always,02-Mar,hygiene,sometimes,31-40,hindi,5,annually,twice,twice,sometimes,no,good,monthly,B,3.997783871
hard,knowledge,not,8,yes,02-Mar,hygiene,sometimes,31-40,english,5,half yearly,never,twice,never,yes,good,never,C,5.529874737
hard,knowledge,moderate,6,yes,04-May,better,yes,31-40,telugu,6,half yearly,never,never,never,yes,can be improved,never,K,5.385782356
moderate,Assessment,not,6,not always,06-Aug,hygiene,never,21-30,hindi,6,Quarterly,twice,once,always,no,can be improved,weekly,K,7.969719228
easy,Assessment,moderate,10,not always,06-Aug,better,yes,41-50,hindi,7,half yearly,never,twice,sometimes,no,excellent,monthly,J,3.086083592
hard,learner,moderate,6,no,06-Aug,hygiene,yes,41-50,english,6,half yearly,twice,once,always,no,can be improved,weekly,H,1.352705288
moderate,knowledge,moderate,10,no,04-May,bad,yes,21-30,hindi,6,annually,twice,once,never,no,can be improved,weekly,A,8.044852775
moderate,Assessment,not,10,not always,02-Mar,hygiene,yes,41-50,telugu,7,Quarterly,twice,never,never,yes,can be improved,monthly,E,4.932242258
hard,knowledge,not,6,no,06-Aug,better,yes,31-40,hindi,7,Quarterly,once,once,never,no,good,never,E,6.975037998
hard,learner,not,10,not always,04-May,bad,never,31-40,english,5,half yearly,once,once,always,no,good,monthly,E,9.769369735
hard,Assessment,highly,8,yes,06-Aug,hygiene,yes,31-40,hindi,5,Quarterly,once,never,sometimes,no,excellent,never,A,3.247026441
moderate,knowledge,moderate,8,yes,06-Aug,bad,never,41-50,hindi,7,Quarterly,once,never,always,no,can be improved,never,F,5.910699925
easy,knowledge,moderate,10,yes,06-Aug,hygiene,never,31-40,telugu,5,annually,once,twice,always,yes,good,monthly,E,7.849867957
moderate,knowledge,highly,10,not always,06-Aug,better,never,31-40,telugu,5,half yearly,never,never,always,no,can be improved,never,F,4.947606856
moderate,Assessment,not,6,not always,02-Mar,hygiene,never,41-50,telugu,7,annually,never,never,sometimes,no,can be improved,weekly,I,7.593255074
moderate,Assessment,highly,6,no,02-Mar,bad,never,31-40,telugu,5,half yearly,never,once,never,yes,can be improved,weekly,I,5.263656355
easy,Assessment,not,8,yes,02-Mar,hygiene,never,31-40,telugu,6,annually,twice,twice,never,no,good,weekly,I,3.473856319
hard,learner,moderate,8,no,06-Aug,hygiene,yes,41-50,hindi,6,Quarterly,twice,once,never,no,can be improved,weekly,K,5.93588947
moderate,learner,not,6,no,04-May,bad,yes,31-40,telugu,5,half yearly,twice,twice,always,no,can be improved,weekly,J,3.662937206
moderate,learner,moderate,6,yes,02-Mar,bad,never,31-40,english,7,Quarterly,never,twice,sometimes,yes,good,weekly,C,2.665790534
easy,Assessment,not,6,no,02-Mar,bad,yes,21-30,telugu,7,annually,twice,twice,always,no,good,never,E,6.775523428
hard,learner,moderate,6,yes,06-Aug,better,yes,31-40,telugu,7,annually,never,never,always,no,good,never,E,9.6338026
moderate,Assessment,moderate,8,not always,06-Aug,hygiene,never,31-40,english,7,Quarterly,once,never,sometimes,yes,excellent,weekly,H,1.382998785
moderate,knowledge,moderate,6,yes,06-Aug,bad,yes,41-50,hindi,7,Quarterly,twice,never,never,yes,good,monthly,A,7.787278927
easy,Assessment,not,6,yes,04-May,better,yes,41-50,english,6,half yearly,once,never,sometimes,yes,can be improved,monthly,G,7.150659849
moderate,Assessment,not,8,not always,04-May,bad,sometimes,41-50,telugu,5,Quarterly,once,never,always,yes,excellent,weekly,E,8.844719345
easy,Assessment,not,8,yes,06-Aug,hygiene,never,31-40,telugu,6,Quarterly,twice,never,never,no,good,never,B,1.958314019
hard,knowledge,not,10,not always,02-Mar,hygiene,yes,21-30,hindi,7,Quarterly,never,once,sometimes,no,can be improved,monthly,J,7.302126063
easy,learner,moderate,8,no,02-Mar,hygiene,sometimes,21-30,english,6,half yearly,never,never,sometimes,yes,can be improved,never,A,5.854844239
moderate,learner,not,10,not always,02-Mar,hygiene,yes,21-30,hindi,7,annually,never,twice,always,yes,good,monthly,B,3.8004322
hard,knowledge,moderate,8,not always,06-Aug,better,sometimes,21-30,english,5,annually,once,never,always,no,excellent,weekly,H,6.644241979
easy,Assessment,highly,6,yes,02-Mar,better,yes,41-50,telugu,5,Quarterly,once,twice,always,yes,good,never,I,6.613181573
moderate,learner,highly,8,yes,06-Aug,bad,sometimes,31-40,hindi,6,Quarterly,once,twice,sometimes,no,good,weekly,K,2.01440168
moderate,Assessment,moderate,8,no,02-Mar,bad,sometimes,21-30,english,5,Quarterly,never,never,sometimes,no,good,monthly,F,5.105979344
easy,learner,moderate,10,yes,06-Aug,bad,yes,31-40,english,7,annually,twice,once,always,yes,excellent,never,J,2.497007888
hard,learner,highly,8,not always,06-Aug,better,yes,31-40,english,7,Quarterly,once,once,always,yes,good,monthly,H,1.579296341
hard,learner,not,8,yes,04-May,bad,sometimes,41-50,english,7,half yearly,never,never,sometimes,yes,good,never,C,3.411677016
hard,learner,highly,8,no,02-Mar,bad,never,41-50,english,5,half yearly,never,once,never,no,good,never,B,3.511475911
moderate,knowledge,highly,10,not always,02-Mar,bad,sometimes,41-50,english,6,annually,once,never,always,no,excellent,weekly,C,1.022925908
moderate,knowledge,not,8,no,02-Mar,hygiene,sometimes,41-50,english,7,Quarterly,never,never,sometimes,no,can be improved,weekly,B,1.733189022
easy,Assessment,highly,8,yes,02-Mar,hygiene,never,31-40,telugu,6,Quarterly,never,never,never,yes,can be improved,weekly,E,5.911179226
moderate,learner,not,10,yes,06-Aug,bad,sometimes,31-40,hindi,7,Quarterly,once,never,never,no,can be improved,monthly,F,3.139674163
easy,Assessment,moderate,8,not always,02-Mar,bad,yes,31-40,telugu,7,Quarterly,once,never,sometimes,no,excellent,monthly,F,5.39880687
easy,knowledge,moderate,6,not always,04-May,hygiene,sometimes,21-30,telugu,7,half yearly,twice,once,always,yes,good,never,B,9.708656295
hard,knowledge,moderate,6,not always,04-May,better,sometimes,41-50,telugu,7,Quarterly,never,never,always,no,can be improved,monthly,D,6.935790931
hard,Assessment,highly,8,yes,04-May,better,yes,41-50,hindi,5,annually,twice,twice,never,no,excellent,never,F,9.166317966
